ax,ay,az,gx,gy,gz,mx,my,mz
1103,181,16548,0.053887,0.36067,-0.11364,43,38,-20
1101,187,16539,0.053887,0.36067,-0.11364,43,38,-20
1094,187,16535,0.053887,0.36067,-0.11364,43,38,-20
1102,190,16524,0.053887,0.36067,-0.11364,44,38,-20
1109,193,16525,0.053887,0.36067,-0.11364,44,38,-20
1110,193,16529,0.053887,0.36014,-0.11364,44,38,-20
1117,189,16520,0.053887,0.36014,-0.11364,44,38,-20
1113,188,16519,0.053887,0.36067,-0.11364,44,39,-20
1108,186,16511,0.053887,0.36067,-0.11364,44,39,-20
1110,180,16509,0.053887,0.36067,-0.11364,44,38,-20
1112,170,16510,0.053887,0.36067,-0.11364,44,38,-20
1118,177,16549,0.053887,0.36067,-0.11364,44,38,-20
1107,175,16557,0.053887,0.36067,-0.11364,44,37,-20
1110,171,16550,0.053887,0.36067,-0.11364,44,38,-20
1108,177,16565,0.053887,0.36067,-0.11364,44,38,-19
1112,178,16564,0.053887,0.36067,-0.11364,44,38,-20
1118,187,16581,0.053887,0.36067,-0.11364,44,38,-20
1112,193,16573,0.053887,0.36067,-0.11364,44,38,-20
1121,196,16583,0.054421,0.36067,-0.11364,44,38,-20
1111,194,16549,0.054421,0.36067,-0.11364,44,38,-20
1122,196,16542,0.054421,0.36067,-0.11364,44,39,-20
1121,212,16546,0.053887,0.36067,-0.11364,44,38,-20
1121,201,16537,0.053887,0.36067,-0.11364,44,38,-20
1125,191,16533,0.053887,0.36067,-0.11364,44,38,-20
1128,184,16537,0.053887,0.36067,-0.11364,44,38,-20
1142,184,16537,0.053887,0.36067,-0.11364,44,37,-20
1129,180,16533,0.053887,0.36067,-0.11364,44,37,-20
1125,174,16530,0.053887,0.36067,-0.11364,44,38,-20
1113,167,16517,0.053887,0.36067,-0.11364,44,38,-20
1111,156,16518,0.053887,0.36067,-0.11364,44,38,-20
1098,160,16509,0.053887,0.36067,-0.11364,44,38,-20
1100,170,16505,0.053887,0.36067,-0.11364,44,38,-20
1100,173,16494,0.053887,0.36067,-0.11364,44,38,-20
1087,168,16505,0.053887,0.36067,-0.11364,44,38,-21
1088,173,16492,0.053887,0.36067,-0.11364,44,38,-21
1097,169,16492,0.053887,0.36067,-0.11364,44,38,-20
1110,170,16498,0.053887,0.36067,-0.11364,44,38,-21
1101,170,16510,0.053887,0.36067,-0.11364,44,38,-21
1110,172,16517,0.054421,0.36067,-0.11364,44,38,-21
1100,180,16542,0.054421,0.36067,-0.11364,44,37,-20
1097,179,16543,0.054421,0.36067,-0.11364,43,37,-20
