x,y,z
20.96,-7.2733,-4.2667
30.96,-3.2733,-3.2667
24.96,5.7267,-8.2667
17.96,3.7267,-13.267
18.96,5.7267,-12.267
16.96,9.7267,-13.267
13.96,11.727,-10.267
11.96,8.7267,-5.2667
3.96,13.727,5.7333
-10.04,6.7267,14.733
-8.04,4.7267,4.7333
-4.04,1.7267,-2.2667
-2.04,-9.2733,-2.2667
1.96,-9.2733,-2.2667
10.96,-2.2733,1.7333
5.96,4.7267,-5.2667
-4.04,-4.2733,-2.2667
2.96,-0.27333,-5.2667
8.96,-5.2733,-5.2667
3.96,-6.2733,0.73333
-0.04,1.7267,-5.2667
-2.04,-5.2733,-4.2667
-6.04,-10.273,-0.26667
-8.04,-20.273,-0.26667
-0.04,-7.2733,9.7333
5.96,-11.273,-4.2667
10.96,-5.2733,0.73333
10.96,4.7267,10.733
10.96,6.7267,15.733
3.96,17.727,13.733
4.96,17.727,9.7333
2.96,29.727,7.7333
4.96,17.727,-0.26667
-4.04,10.727,16.733
-14.04,6.7267,16.733
-20.04,1.7267,14.733
-19.04,5.7267,26.733
-15.04,-1.2733,18.733
-25.04,-5.2733,14.733
-22.04,-18.273,18.733
-28.04,-14.273,25.733
-25.04,-14.273,10.733
-24.04,-16.273,0.73333
-29.04,-19.273,-11.267
-29.04,-11.273,-17.267
-29.04,-8.2733,-22.267
-29.04,-7.2733,-13.267
-30.04,2.7267,-25.267
-31.04,8.7267,-17.267
-29.04,19.727,-8.2667
-31.04,29.727,3.7333
-26.04,33.727,3.7333
-22.04,23.727,5.7333
-17.04,24.727,10.733
-24.04,22.727,-7.2667
-26.04,22.727,-3.2667
-26.04,13.727,-13.267
-24.04,11.727,-18.267
-22.04,8.7267,-21.267
-15.04,10.727,-24.267
-17.04,3.7267,-59.267
-15.04,8.7267,-55.267
-11.04,19.727,-45.267
-9.04,21.727,-45.267
5.96,24.727,-35.267
5.96,24.727,-24.267
12.96,21.727,-31.267
3.96,16.727,-13.267
3.96,22.727,24.733
3.96,12.727,25.733
1.96,5.7267,33.733
3.96,2.7267,51.733
-11.04,7.7267,36.733
-17.04,11.727,28.733
-23.04,16.727,29.733
-15.04,20.727,7.7333
-5.04,29.727,-4.2667
-7.04,25.727,-1.2667
-1.04,24.727,-9.2667
-7.04,26.727,-11.267
5.96,26.727,-10.267
6.96,18.727,-4.2667
6.96,20.727,-18.267
7.96,21.727,-13.267
-5.04,14.727,-6.2667
-4.04,24.727,-8.2667
-5.04,24.727,-8.2667
-0.04,30.727,-15.267
-3.04,29.727,-10.267
1.96,27.727,-22.267
7.96,17.727,-3.2667
6.96,15.727,10.733
5.96,13.727,7.7333
4.96,12.727,7.7333
-7.04,12.727,2.7333
-7.04,2.7267,-12.267
-13.04,1.7267,-24.267
-20.04,-1.2733,-17.267
-22.04,1.7267,-6.2667
-21.04,1.7267,-13.267
-18.04,3.7267,-17.267
-18.04,-0.27333,-15.267
-5.04,6.7267,-0.26667
-5.04,11.727,21.733
-12.04,6.7267,28.733
-11.04,-1.2733,21.733
-11.04,-1.2733,14.733
-20.04,0.72667,15.733
-21.04,8.7267,19.733
-28.04,10.727,30.733
-19.04,9.7267,19.733
-20.04,13.727,14.733
-6.04,13.727,14.733
-4.04,21.727,13.733
-10.04,27.727,12.733
-1.04,28.727,0.73333
1.96,25.727,-0.26667
9.96,27.727,-23.267
1.96,25.727,-20.267
4.96,18.727,-17.267
-1.04,19.727,-25.267
0.96,27.727,-10.267
-0.04,24.727,-4.2667
-9.04,26.727,4.7333
-9.04,18.727,-1.2667
-10.04,21.727,6.7333
-9.04,23.727,0.73333
-19.04,29.727,3.7333
-17.04,31.727,27.733
-22.04,26.727,32.733
-28.04,22.727,26.733
-26.04,22.727,33.733
-29.04,28.727,42.733
-26.04,23.727,57.733
-29.04,20.727,66.733
-27.04,10.727,51.733
-25.04,17.727,49.733
-19.04,28.727,39.733
-4.04,26.727,38.733
-3.04,19.727,34.733
-9.04,23.727,26.733
-15.04,22.727,8.7333
-2.04,17.727,-4.2667
-10.04,23.727,18.733
-24.04,23.727,24.733
-23.04,17.727,28.733
-32.04,20.727,20.733
-27.04,19.727,21.733
-22.04,10.727,27.733
-12.04,17.727,28.733
-30.04,10.727,24.733
-22.04,18.727,3.7333
-22.04,17.727,-16.267
-25.04,26.727,-28.267
-20.04,26.727,-20.267
-25.04,28.727,-33.267
-31.04,32.727,-38.267
-33.04,28.727,-48.267
-28.04,41.727,-53.267
-22.04,28.727,-48.267
-8.04,23.727,-47.267
-12.04,13.727,-40.267
-17.04,17.727,-63.267
-14.04,21.727,-60.267
-10.04,18.727,-55.267
-18.04,27.727,-49.267
-14.04,23.727,-41.267
-24.04,21.727,-33.267
-24.04,23.727,-27.267
-21.04,24.727,-28.267
-14.04,25.727,-15.267
-15.04,28.727,-9.2667
-15.04,28.727,-6.2667
-19.04,25.727,-0.26667
-26.04,22.727,13.733
-20.04,22.727,10.733
-24.04,23.727,8.7333
-19.04,20.727,16.733
-21.04,15.727,27.733
-18.04,11.727,36.733
-21.04,7.7267,32.733
-11.04,-1.2733,37.733
-13.04,4.7267,30.733
-18.04,10.727,14.733
-20.04,3.7267,-10.267
-24.04,2.7267,-13.267
-33.04,5.7267,-20.267
-42.04,4.7267,-32.267
-37.04,2.7267,-33.267
-37.04,8.7267,-41.267
-35.04,10.727,-39.267
-32.04,12.727,-40.267
-30.04,12.727,-10.267
-29.04,18.727,-16.267
-15.04,13.727,-11.267
-8.04,15.727,-8.2667
-13.04,23.727,-17.267
-18.04,23.727,-32.267
-18.04,17.727,-36.267
-19.04,11.727,-45.267
-17.04,24.727,-46.267
-20.04,22.727,-45.267
-28.04,24.727,-38.267
-26.04,14.727,-54.267
-26.04,12.727,-40.267
-19.04,9.7267,-24.267
-10.04,8.7267,-27.267
-2.04,8.7267,-20.267
6.96,6.7267,-37.267
7.96,3.7267,-29.267
12.96,3.7267,-50.267
