x,y,z
-63.913,-8.2467,6.1733
-77.913,15.753,30.173
-112.91,64.753,15.173
10.087,27.753,18.173
-34.913,77.753,-41.827
-115.91,26.753,-16.827
-193.91,-14.247,-16.827
-188.91,22.753,3.1733
-114.91,-0.24667,6.1733
-208.91,-5.2467,32.173
-270.91,14.753,45.173
-250.91,15.753,23.173
-135.91,13.753,35.173
-104.91,-12.247,-0.82667
-45.913,4.7533,7.1733
-7.9133,-39.247,108.17
-18.913,-7.2467,82.173
125.09,-57.247,75.173
282.09,-79.247,29.173
221.09,-78.247,17.173
159.09,-28.247,43.173
142.09,-51.247,65.173
-95.913,-43.247,133.17
-205.91,-73.247,34.173
-391.91,-66.247,70.173
-665.91,-16.247,73.173
-1111.9,-40.247,133.17
-1259.9,-44.247,156.17
-1282.9,-145.25,152.17
-1176.9,-106.25,146.17
-1005.9,-111.25,92.173
-913.91,-78.247,78.173
-733.91,-71.247,68.173
-544.91,-104.25,57.173
-93.913,-122.25,15.173
72.087,-120.25,30.173
123.09,-86.247,18.173
109.09,-89.247,31.173
98.087,-89.247,28.173
95.087,-91.247,26.173
91.087,-97.247,19.173
102.09,-91.247,5.1733
105.09,-90.247,11.173
103.09,-80.247,-10.827
143.09,-83.247,-21.827
152.09,-84.247,-23.827
152.09,-80.247,-25.827
156.09,-71.247,-19.827
158.09,-56.247,-16.827
141.09,-58.247,-11.827
144.09,-56.247,-9.8267
142.09,-51.247,9.1733
102.09,-46.247,18.173
96.087,-46.247,22.173
98.087,-52.247,26.173
99.087,-64.247,33.173
95.087,-70.247,13.173
105.09,-69.247,-3.8267
115.09,-65.247,-20.827
118.09,-70.247,-28.827
117.09,-72.247,-28.827
116.09,-70.247,-26.827
117.09,-62.247,-46.827
120.09,-61.247,-53.827
124.09,-51.247,-20.827
120.09,-56.247,-10.827
104.09,-51.247,4.1733
105.09,-53.247,5.1733
90.087,-59.247,7.1733
92.087,-56.247,-2.8267
84.087,-56.247,10.173
75.087,-50.247,-1.8267
70.087,-59.247,-21.827
66.087,-60.247,-41.827
69.087,-64.247,-31.827
65.087,-62.247,-28.827
86.087,-55.247,-29.827
82.087,-52.247,-40.827
85.087,-57.247,-24.827
77.087,-72.247,-19.827
79.087,-73.247,-12.827
79.087,-66.247,1.1733
78.087,-65.247,-22.827
83.087,-64.247,-29.827
77.087,-62.247,-41.827
81.087,-77.247,-32.827
81.087,-72.247,-64.827
85.087,-61.247,-62.827
84.087,-60.247,-55.827
91.087,-56.247,-42.827
84.087,-55.247,-31.827
78.087,-55.247,-33.827
71.087,-57.247,-13.827
64.087,-46.247,-2.8267
57.087,-52.247,23.173
57.087,-55.247,35.173
48.087,-50.247,30.173
47.087,-50.247,39.173
53.087,-45.247,44.173
54.087,-47.247,50.173
57.087,-51.247,45.173
63.087,-55.247,37.173
65.087,-55.247,33.173
73.087,-55.247,26.173
80.087,-56.247,36.173
83.087,-57.247,36.173
89.087,-63.247,31.173
96.087,-60.247,35.173
95.087,-49.247,30.173
97.087,-54.247,13.173
95.087,-51.247,13.173
88.087,-44.247,15.173
96.087,-48.247,7.1733
87.087,-48.247,15.173
93.087,-50.247,11.173
93.087,-59.247,-0.82667
92.087,-61.247,3.1733
96.087,-56.247,28.173
98.087,-61.247,20.173
108.09,-63.247,16.173
98.087,-70.247,3.1733
112.09,-75.247,-8.8267
96.087,-74.247,-2.8267
94.087,-70.247,8.1733
99.087,-64.247,16.173
92.087,-59.247,5.1733
101.09,-58.247,-3.8267
101.09,-57.247,8.1733
107.09,-32.247,19.173
102.09,-30.247,15.173
104.09,-37.247,22.173
99.087,-40.247,29.173
97.087,-49.247,27.173
106.09,-65.247,33.173
102.09,-64.247,35.173
84.087,-64.247,17.173
82.087,-84.247,11.173
76.087,-84.247,11.173
79.087,-74.247,0.17333
84.087,-72.247,-12.827
81.087,-72.247,-23.827
77.087,-58.247,-23.827
87.087,-53.247,-28.827
97.087,-58.247,-10.827
84.087,-53.247,-0.82667
98.087,-58.247,-16.827
96.087,-58.247,-24.827
91.087,-57.247,-14.827
97.087,-67.247,-14.827
91.087,-68.247,-21.827
78.087,-73.247,2.1733
84.087,-75.247,-7.8267
96.087,-84.247,-11.827
81.087,-78.247,2.1733
87.087,-85.247,4.1733
88.087,-82.247,4.1733
82.087,-66.247,5.1733
91.087,-69.247,7.1733
88.087,-64.247,-7.8267
81.087,-69.247,-6.8267
81.087,-59.247,-31.827
83.087,-64.247,-47.827
79.087,-67.247,-45.827
73.087,-64.247,-58.827
78.087,-74.247,-58.827
77.087,-74.247,-84.827
76.087,-71.247,-75.827
75.087,-63.247,-70.827
77.087,-68.247,-38.827
76.087,-63.247,-22.827
73.087,-55.247,-14.827
88.087,-68.247,-10.827
86.087,-60.247,1.1733
77.087,-60.247,18.173
78.087,-64.247,9.1733
85.087,-67.247,-13.827
75.087,-57.247,-22.827
76.087,-66.247,-22.827
86.087,-68.247,-24.827
81.087,-51.247,-26.827
78.087,-55.247,-32.827
84.087,-52.247,-24.827
89.087,-55.247,-33.827
72.087,-52.247,-8.8267
75.087,-62.247,-2.8267
78.087,-55.247,9.1733
77.087,-55.247,6.1733
78.087,-64.247,-1.8267
80.087,-55.247,8.1733
84.087,-52.247,6.1733
84.087,-60.247,13.173
92.087,-60.247,2.1733
100.09,-57.247,-6.8267
89.087,-60.247,-12.827
85.087,-62.247,-14.827
82.087,-68.247,-5.8267
80.087,-69.247,-9.8267
71.087,-72.247,-18.827
66.087,-66.247,-11.827
68.087,-63.247,-7.8267
64.087,-53.247,1.1733
71.087,-54.247,-2.8267
73.087,-49.247,-2.8267
76.087,-38.247,-2.8267
81.087,-35.247,-4.8267
81.087,-30.247,19.173
91.087,-30.247,10.173
89.087,-38.247,16.173
88.087,-46.247,12.173
85.087,-49.247,8.1733
79.087,-50.247,22.173
78.087,-57.247,12.173
73.087,-67.247,1.1733
76.087,-69.247,-20.827
63.087,-64.247,-11.827
69.087,-59.247,-28.827
69.087,-65.247,-29.827
77.087,-60.247,-38.827
80.087,-58.247,-50.827
76.087,-62.247,-43.827
72.087,-58.247,-46.827
75.087,-65.247,-54.827
81.087,-67.247,-54.827
80.087,-70.247,-39.827
84.087,-65.247,-39.827
80.087,-61.247,-35.827
76.087,-64.247,-26.827
76.087,-63.247,-20.827
85.087,-70.247,-26.827
81.087,-69.247,-8.8267
91.087,-73.247,-8.8267
92.087,-72.247,-11.827
84.087,-68.247,-17.827
84.087,-74.247,-12.827
90.087,-77.247,-15.827
94.087,-78.247,-19.827
94.087,-68.247,-7.8267
90.087,-68.247,0.17333
87.087,-62.247,-12.827
88.087,-61.247,-22.827
99.087,-68.247,-3.8267
106.09,-69.247,-2.8267
100.09,-64.247,-9.8267
98.087,-61.247,3.1733
88.087,-64.247,-4.8267
93.087,-65.247,-6.8267
89.087,-62.247,-12.827
87.087,-73.247,0.17333
81.087,-64.247,-11.827
76.087,-60.247,-8.8267
79.087,-65.247,-6.8267
77.087,-64.247,-20.827
86.087,-80.247,-6.8267
86.087,-75.247,-21.827
86.087,-81.247,-9.8267
90.087,-61.247,-16.827
89.087,-69.247,-24.827
89.087,-68.247,-23.827
91.087,-73.247,-27.827
86.087,-69.247,-37.827
77.087,-55.247,-45.827
73.087,-56.247,-40.827
69.087,-56.247,-45.827
65.087,-64.247,-34.827
60.087,-49.247,-19.827
57.087,-46.247,-25.827
54.087,-40.247,-21.827
59.087,-50.247,-15.827
66.087,-61.247,-10.827
69.087,-58.247,-4.8267
84.087,-63.247,5.1733
84.087,-61.247,3.1733
82.087,-74.247,-5.8267
84.087,-78.247,3.1733
89.087,-81.247,8.1733
93.087,-61.247,12.173
102.09,-54.247,16.173
104.09,-55.247,25.173
96.087,-54.247,22.173
96.087,-54.247,6.1733
98.087,-53.247,39.173
98.087,-52.247,34.173
94.087,-49.247,27.173
94.087,-64.247,31.173
82.087,-63.247,21.173
80.087,-66.247,20.173
75.087,-63.247,33.173
69.087,-68.247,48.173
85.087,-69.247,25.173
79.087,-70.247,30.173
84.087,-72.247,38.173
84.087,-71.247,29.173
92.087,-70.247,27.173
95.087,-61.247,7.1733
96.087,-64.247,4.1733
98.087,-60.247,-3.8267
96.087,-65.247,-7.8267
101.09,-64.247,-14.827
94.087,-65.247,-11.827
82.087,-64.247,-8.8267
75.087,-55.247,2.1733
69.087,-64.247,13.173
68.087,-61.247,16.173
69.087,-62.247,13.173
56.087,-56.247,5.1733
51.087,-54.247,10.173
61.087,-61.247,5.1733
70.087,-62.247,6.1733
63.087,-73.247,9.1733
71.087,-66.247,4.1733
72.087,-70.247,-0.82667
78.087,-76.247,1.1733
82.087,-77.247,10.173
85.087,-84.247,-16.827
75.087,-74.247,-21.827
79.087,-73.247,-14.827
92.087,-74.247,-21.827
81.087,-85.247,-22.827
89.087,-77.247,-30.827
89.087,-78.247,-22.827
96.087,-85.247,-20.827
90.087,-76.247,-17.827
96.087,-73.247,-1.8267
100.09,-63.247,-2.8267
93.087,-57.247,-14.827
90.087,-47.247,-2.8267
88.087,-45.247,-13.827
85.087,-39.247,-19.827
78.087,-38.247,-33.827
86.087,-45.247,-38.827
82.087,-53.247,-55.827
80.087,-61.247,-71.827
85.087,-71.247,-66.827
98.087,-76.247,-68.827
98.087,-83.247,-57.827
100.09,-84.247,-54.827
102.09,-73.247,-42.827
104.09,-73.247,-2.8267
103.09,-63.247,11.173
94.087,-72.247,13.173
92.087,-70.247,25.173
82.087,-69.247,29.173
77.087,-77.247,46.173
70.087,-72.247,51.173
61.087,-69.247,42.173
62.087,-70.247,27.173
67.087,-69.247,17.173
67.087,-65.247,27.173
66.087,-56.247,33.173
72.087,-63.247,21.173
75.087,-57.247,14.173
85.087,-61.247,-2.8267
93.087,-71.247,-5.8267
86.087,-71.247,-9.8267
83.087,-76.247,-5.8267
82.087,-76.247,-22.827
84.087,-83.247,-38.827
83.087,-83.247,-49.827
84.087,-82.247,-57.827
82.087,-82.247,-43.827
86.087,-84.247,-34.827
90.087,-82.247,-35.827
81.087,-84.247,-37.827
88.087,-79.247,-17.827
86.087,-76.247,-10.827
84.087,-65.247,8.1733
74.087,-63.247,6.1733
70.087,-65.247,2.1733
71.087,-57.247,1.1733
69.087,-59.247,4.1733
83.087,-63.247,-6.8267
76.087,-66.247,-14.827
85.087,-68.247,-14.827
91.087,-72.247,-16.827
