x,y,z
643.23,9.8467,-7.78
645.23,10.847,-17.78
656.23,15.847,-16.78
655.23,21.847,-33.78
656.23,22.847,-8.78
660.23,7.8467,-8.78
659.23,13.847,-1.78
661.23,14.847,-8.78
654.23,14.847,-26.78
654.23,10.847,-19.78
646.23,6.8467,-6.78
644.23,10.847,-15.78
646.23,13.847,-50.78
649.23,12.847,-67.78
656.23,11.847,-59.78
657.23,12.847,-66.78
660.23,15.847,-72.78
659.23,15.847,-70.78
656.23,14.847,-73.78
665.23,7.8467,-61.78
658.23,0.84667,-55.78
657.23,9.8467,-35.78
651.23,6.8467,-51.78
649.23,5.8467,-38.78
665.23,1.8467,-36.78
665.23,11.847,-41.78
670.23,7.8467,-54.78
656.23,11.847,-50.78
651.23,12.847,-27.78
666.23,7.8467,-36.78
666.23,20.847,-19.78
676.23,21.847,-20.78
671.23,18.847,-9.78
672.23,12.847,-13.78
669.23,10.847,-13.78
676.23,8.8467,-30.78
680.23,6.8467,-47.78
663.23,5.8467,-46.78
663.23,-4.1533,-57.78
662.23,1.8467,-76.78
658.23,1.8467,-77.78
658.23,0.84667,-73.78
665.23,5.8467,-77.78
665.23,7.8467,-51.78
676.23,15.847,-56.78
670.23,12.847,-55.78
678.23,12.847,-54.78
673.23,5.8467,-47.78
673.23,17.847,-41.78
678.23,13.847,-35.78
667.23,6.8467,-25.78
666.23,0.84667,-30.78
648.23,-2.1533,-26.78
655.23,0.84667,-30.78
651.23,-0.15333,-41.78
645.23,1.8467,-20.78
641.23,-5.1533,-8.78
641.23,-3.1533,-13.78
648.23,4.8467,-8.78
653.23,4.8467,-3.78
665.23,-5.1533,8.22
664.23,-8.1533,8.22
664.23,-7.1533,19.22
664.23,-5.1533,-0.78
674.23,-9.1533,11.22
664.23,-13.153,25.22
657.23,-11.153,15.22
653.23,-8.1533,16.22
653.23,-6.1533,23.22
650.23,-4.1533,22.22
648.23,0.84667,40.22
658.23,-4.1533,53.22
660.23,1.8467,8.22
664.23,6.8467,6.22
665.23,-6.1533,-16.78
664.23,-0.15333,-33.78
678.23,10.847,-38.78
683.23,8.8467,-34.78
686.23,-9.1533,-43.78
679.23,-4.1533,-47.78
671.23,0.84667,-37.78
679.23,12.847,-40.78
685.23,8.8467,-1.78
677.23,6.8467,0.22
668.23,10.847,-15.78
675.23,33.847,32.22
662.23,29.847,-2.78
670.23,12.847,5.22
672.23,33.847,7.22
650.23,26.847,1.22
653.23,38.847,-7.78
657.23,39.847,3.22
646.23,23.847,18.22
639.23,3.8467,-26.78
647.23,23.847,10.22
642.23,47.847,-6.78
631.23,18.847,20.22
646.23,22.847,73.22
633.23,-2.1533,36.22
655.23,-5.1533,47.22
663.23,-3.1533,18.22
663.23,5.8467,16.22
665.23,-0.15333,38.22
661.23,-6.1533,19.22
