x,y,z
-8.0067,19.94,34.78
0.99333,11.94,19.78
2.9933,-5.06,27.78
12.993,2.94,22.78
9.9933,12.94,-6.22
8.9933,12.94,-14.22
-2.0067,6.94,-10.22
1.9933,-1.06,-10.22
11.993,-6.06,-16.22
11.993,4.94,-12.22
3.9933,-0.06,-11.22
12.993,1.94,-22.22
12.993,-7.06,-1.22
11.993,-7.06,-4.22
25.993,-3.06,-13.22
26.993,0.94,-0.22
15.993,-5.06,9.78
12.993,-8.06,15.78
19.993,-7.06,20.78
7.9933,-1.06,12.78
11.993,9.94,-4.22
15.993,-0.06,-4.22
10.993,-6.06,4.78
8.9933,-1.06,-12.22
12.993,2.94,-11.22
12.993,-1.06,-12.22
15.993,6.94,-24.22
25.993,1.94,-20.22
23.993,-8.06,-0.22
19.993,3.94,-0.22
18.993,5.94,2.78
16.993,6.94,-4.22
7.9933,3.94,-0.22
13.993,1.94,15.78
8.9933,6.94,21.78
2.9933,8.94,23.78
2.9933,20.94,29.78
-0.0066667,15.94,16.78
6.9933,24.94,12.78
9.9933,19.94,25.78
19.993,23.94,22.78
23.993,26.94,17.78
27.993,21.94,10.78
23.993,18.94,3.78
28.993,11.94,6.78
27.993,-2.06,24.78
24.993,-7.06,19.78
11.993,-5.06,19.78
8.9933,11.94,-4.22
-14.007,29.94,-1.22
-26.007,62.94,3.78
-54.007,53.94,8.78
-12.007,61.94,-28.22
35.993,50.94,-47.22
45.993,55.94,-68.22
52.993,64.94,-62.22
71.993,37.94,-68.22
93.993,24.94,-72.22
106.99,-0.06,-75.22
144.99,9.94,-80.22
108.99,0.94,-53.22
62.993,8.94,-30.22
52.993,9.94,-7.22
51.993,-6.06,-25.22
36.993,10.94,-6.22
37.993,-0.06,-21.22
32.993,-5.06,-27.22
25.993,-9.06,-18.22
20.993,-7.06,-30.22
23.993,3.94,-43.22
20.993,-1.06,-42.22
22.993,5.94,-37.22
16.993,-2.06,-30.22
7.9933,4.94,-17.22
1.9933,0.94,-11.22
6.9933,12.94,-18.22
2.9933,14.94,-11.22
-1.0067,13.94,-14.22
2.9933,6.94,-16.22
3.9933,6.94,-10.22
1.9933,9.94,-23.22
-2.0067,8.94,-29.22
0.99333,10.94,-18.22
0.99333,5.94,-15.22
2.9933,5.94,-2.22
-1.0067,15.94,13.78
-2.0067,14.94,12.78
1.9933,14.94,35.78
10.993,16.94,51.78
11.993,17.94,43.78
7.9933,18.94,38.78
2.9933,16.94,40.78
5.9933,13.94,30.78
7.9933,10.94,21.78
4.9933,13.94,15.78
1.9933,10.94,-5.22
-1.0067,11.94,-7.22
2.9933,9.94,-11.22
2.9933,8.94,0.78
-6.0067,10.94,-1.22
-8.0067,10.94,-6.22
-6.0067,10.94,8.78
-0.0066667,9.94,20.78
0.99333,12.94,6.78
-0.0066667,8.94,-5.22
-2.0067,6.94,15.78
0.99333,2.94,9.78
14.993,-5.06,20.78
14.993,-6.06,32.78
21.993,-14.06,40.78
23.993,-18.06,27.78
24.993,-14.06,32.78
32.993,-20.06,38.78
34.993,-24.06,13.78
38.993,-23.06,-8.22
35.993,-13.06,-14.22
35.993,-11.06,-25.22
27.993,-10.06,-50.22
18.993,-5.06,-40.22
13.993,-5.06,-41.22
-3.0067,-0.06,-38.22
-11.007,12.94,-25.22
-13.007,14.94,-10.22
-6.0067,7.94,-6.22
-6.0067,6.94,-10.22
3.9933,21.94,2.78
7.9933,21.94,-1.22
10.993,11.94,7.78
26.993,7.94,5.78
31.993,9.94,12.78
25.993,8.94,18.78
19.993,16.94,6.78
20.993,19.94,12.78
15.993,11.94,10.78
3.9933,5.94,15.78
1.9933,11.94,5.78
6.9933,14.94,-1.22
13.993,1.94,-3.22
19.993,7.94,-12.22
12.993,1.94,-6.22
15.993,0.94,-0.22
17.993,-0.06,-6.22
24.993,6.94,-7.22
25.993,7.94,-12.22
19.993,11.94,8.78
14.993,14.94,13.78
13.993,10.94,5.78
23.993,5.94,9.78
20.993,4.94,10.78
16.993,-1.06,16.78
20.993,-3.06,13.78
20.993,-0.06,15.78
20.993,-1.06,3.78
22.993,10.94,-7.22
26.993,2.94,-4.22
24.993,10.94,-2.22
21.993,16.94,1.78
26.993,22.94,2.78
14.993,19.94,6.78
13.993,20.94,17.78
16.993,19.94,25.78
13.993,11.94,24.78
10.993,16.94,39.78
8.9933,20.94,25.78
10.993,23.94,16.78
2.9933,25.94,10.78
10.993,31.94,4.78
10.993,30.94,2.78
1.9933,37.94,-12.22
3.9933,39.94,-14.22
2.9933,37.94,-23.22
-7.0067,28.94,-25.22
-19.007,27.94,-26.22
-14.007,23.94,-8.22
-14.007,20.94,-14.22
-6.0067,11.94,-17.22
-4.0067,6.94,-7.22
-6.0067,9.94,10.78
-13.007,11.94,7.78
11.993,10.94,26.78
18.993,-3.06,34.78
16.993,-1.06,22.78
16.993,1.94,44.78
